"job_id","skill"
62846,excel
63686,excel
63755,excel
64005,excel
64152,excel
69465,excel
72374,excel
72920,excel
73030,excel
73055,excel
73121,excel
73597,excel
74355,excel
74360,excel
74935,excel
78011,excel
78522,excel
78763,excel
79265,excel
79670,excel
79955,excel
81700,excel
82928,excel
83072,excel
83893,excel
84693,excel
85128,excel
85569,excel
85743,excel
86090,excel
86183,excel
86396,excel
86718,excel
87072,excel
87381,excel
87412,excel
87522,excel
87523,excel
87564,excel
87818,excel
88249,excel
88362,excel
88521,excel
88573,excel
88575,excel
88618,excel
88635,excel
88782,excel
88874,excel
88888,excel
88992,excel
89017,excel
89042,excel
89053,excel
89212,excel
89328,excel
89362,excel
89405,excel
89522,excel
89681,excel
89768,excel
89825,excel
90057,excel
90295,excel
90349,excel
90475,excel
90500,excel
90641,excel
90653,excel
90691,excel
90708,excel
90738,excel
90783,excel
90872,excel
90901,excel
90985,excel
91005,excel
91045,excel
91173,excel
91192,excel
91359,excel
91501,excel
91581,excel
91646,excel
91658,excel
91803,excel
91814,excel
91877,excel
91879,excel
91920,excel
91947,excel
92125,excel
92189,excel
92192,excel
92215,excel
92297,excel
92349,excel
92519,excel
92542,excel
92657,excel
92690,excel
93117,excel
93128,excel
93436,excel
93526,excel
93562,excel
93565,excel
93916,excel
93950,excel
93971,excel
94141,excel
94361,excel
94367,excel
94431,excel
94530,excel
94865,excel
95024,excel
96271,excel
96508,excel
96709,excel
96897,excel
97226,excel
98033,excel
98036,excel
98125,excel
98193,excel
98213,excel
98290,excel
98300,excel
98392,excel
98466,excel
98582,excel
98649,excel
98897,excel
99047,excel
99130,excel
99419,excel
99455,excel
100143,excel
100441,excel
100557,excel
100813,excel
100967,excel
101591,excel
102662,excel
102777,excel
102895,excel
102935,excel
103273,excel
103307,excel
103469,excel
103512,excel
103549,excel
104067,excel
104245,excel
104278,excel
104298,excel
104395,excel
104497,excel
104657,excel
105029,excel
105032,excel
105172,excel
258,excel
1049,excel
1052,excel
1081,excel
1330,excel
1515,excel
2396,excel
2460,excel
2483,excel
2858,excel
2913,excel
2922,excel
3071,excel
3437,excel
5305,excel
5821,excel
5925,excel
6690,excel
7017,excel
7401,excel
7611,excel
7936,excel
8143,excel
8607,excel
8808,excel
9023,excel
9086,excel
9275,excel
9732,excel
10039,excel
11037,excel
11136,excel
11348,excel
11662,excel
12020,excel
12364,excel
12540,excel
12873,excel
13250,excel
13551,excel
13554,excel
13629,excel
13935,excel
14008,excel
14110,excel
14178,excel
14200,excel
14254,excel
14255,excel
15453,excel
15793,excel
20023,tableau
22412,tableau
74864,tableau
74867,tableau
74871,tableau
79886,tableau
84989,tableau
86106,tableau
87072,tableau
87352,tableau
87752,tableau
90708,tableau
104497,tableau
18499,power_bi
20023,power_bi
22412,power_bi
22501,power_bi
25218,power_bi
30860,power_bi
33490,power_bi
38042,power_bi
61523,power_bi
61800,power_bi
73009,power_bi
73010,power_bi
73053,power_bi
73055,power_bi
73056,power_bi
73158,power_bi
73159,power_bi
73171,power_bi
73200,power_bi
73214,power_bi
73239,power_bi
73272,power_bi
73597,power_bi
74864,power_bi
74867,power_bi
74871,power_bi
79145,power_bi
79709,power_bi
79772,power_bi
80007,power_bi
80221,power_bi
80444,power_bi
80601,power_bi
82531,power_bi
83302,power_bi
84149,power_bi
84586,power_bi
85502,power_bi
85889,power_bi
86106,power_bi
87352,power_bi
87752,power_bi
88268,power_bi
88277,power_bi
88573,power_bi
89763,power_bi
89871,power_bi
91005,power_bi
91133,power_bi
91671,power_bi
91858,power_bi
92090,power_bi
92399,power_bi
92657,power_bi
93065,power_bi
93355,power_bi
93735,power_bi
94326,power_bi
96569,power_bi
96801,power_bi
96896,power_bi
97226,power_bi
97839,power_bi
98232,power_bi
98300,power_bi
98380,power_bi
99175,power_bi
100165,power_bi
100192,power_bi
100194,power_bi
100431,power_bi
100815,power_bi
101502,power_bi
103792,power_bi
104687,power_bi
169,power_bi
11136,power_bi
13500,power_bi
13503,power_bi
13551,power_bi
14387,power_bi
15020,power_bi
15453,power_bi
16876,aws
16935,aws
17004,aws
17234,aws
17292,aws
17298,aws
17370,aws
17525,aws
17641,aws
18006,aws
18652,aws
18833,aws
18877,aws
19266,aws
19663,aws
19819,aws
20014,aws
20137,aws
20275,aws
20413,aws
20717,aws
21855,aws
21861,aws
21862,aws
22301,aws
22315,aws
22317,aws
22366,aws
22498,aws
22590,aws
22596,aws
22712,aws
22716,aws
22738,aws
22744,aws
22748,aws
22757,aws
22831,aws
22832,aws
22967,aws
23234,aws
23327,aws
23966,aws
24489,aws
24590,aws
24749,aws
24752,aws
24772,aws
24828,aws
25349,aws
25452,aws
25473,aws
25688,aws
25866,aws
25927,aws
25933,aws
25977,aws
25983,aws
25993,aws
26000,aws
26004,aws
26006,aws
26013,aws
26014,aws
26178,aws
26270,aws
26415,aws
26496,aws
27307,aws
29402,aws
30357,aws
30384,aws
31210,aws
31286,aws
32332,aws
35642,aws
36942,aws
36952,aws
37076,aws
37113,aws
37759,aws
38373,aws
38442,aws
39553,aws
39556,aws
39566,aws
40346,aws
40364,aws
41279,aws
41430,aws
41498,aws
41586,aws
41588,aws
41818,aws
41886,aws
41887,aws
41888,aws
41889,aws
41980,aws
42845,aws
43035,aws
43215,aws
43432,aws
43697,aws
43791,aws
44775,aws
44986,aws
45643,aws
49907,aws
50132,aws
50960,aws
51522,aws
51553,aws
51577,aws
51582,aws
51695,aws
54168,aws
57227,aws
60064,aws
61124,aws
61191,aws
61322,aws
61362,aws
61365,aws
61410,aws
61494,aws
61579,aws
61598,aws
61600,aws
61601,aws
61603,aws
61614,aws
61625,aws
61626,aws
61627,aws
61641,aws
61655,aws
61680,aws
61715,aws
61809,aws
61812,aws
61934,aws
62169,aws
62237,aws
62238,aws
62245,aws
62685,aws
62750,aws
62854,aws
62861,aws
62864,aws
62918,aws
63330,aws
63544,aws
63716,aws
64103,aws
64182,aws
64389,aws
64927,aws
65424,aws
67699,aws
68031,aws
68036,aws
68255,aws
68271,aws
68404,aws
68449,aws
68565,aws
68625,aws
69390,aws
69809,aws
69828,aws
70536,aws
71029,aws
71552,aws
72298,aws
72875,aws
72876,aws
72981,aws
73036,aws
73039,aws
73338,aws
73387,aws
73874,aws
73875,aws
73876,aws
73881,aws
73882,aws
73884,aws
73889,aws
73890,aws
74900,aws
76260,aws
76261,aws
76264,aws
76265,aws
76267,aws
76272,aws
76276,aws
76277,aws
76279,aws
76281,aws
76289,aws
76290,aws
76291,aws
76292,aws
78825,aws
79753,aws
79892,aws
79894,aws
79898,aws
80029,aws
80234,aws
80688,aws
80698,aws
82745,aws
82991,aws
83250,aws
83280,aws
83388,aws
84469,aws
84547,aws
84565,aws
84568,aws
84588,aws
84641,aws
84742,aws
84745,aws
84755,aws
84763,aws
84771,aws
84772,aws
84775,aws
84839,aws
84913,aws
85156,aws
85256,aws
85282,aws
85328,aws
85379,aws
85380,aws
85471,aws
85549,aws
85630,aws
85797,aws
86106,aws
86746,aws
87036,aws
87352,aws
87892,aws
87907,aws
87931,aws
87935,aws
88042,aws
88053,aws
88055,aws
88123,aws
88136,aws
88197,aws
88375,aws
88380,aws
88385,aws
88390,aws
88395,aws
88404,aws
88494,aws
88550,aws
88589,aws
88741,aws
88800,aws
88907,aws
88923,aws
88933,aws
89045,aws
89062,aws
89079,aws
89089,aws
89114,aws
89367,aws
89371,aws
89391,aws
89577,aws
89595,aws
89711,aws
89746,aws
89854,aws
89931,aws
89963,aws
90162,aws
90243,aws
90277,aws
90300,aws
90447,aws
90529,aws
90545,aws
90591,aws
91007,aws
91031,aws
91139,aws
91318,aws
91441,aws
91573,aws
91736,aws
91770,aws
91778,aws
91876,aws
92032,aws
92055,aws
92099,aws
92298,aws
92304,aws
92335,aws
92337,aws
92342,aws
92344,aws
92346,aws
92348,aws
92351,aws
92353,aws
92355,aws
92366,aws
92372,aws
92374,aws
92375,aws
92377,aws
92380,aws
92383,aws
92387,aws
92394,aws
92448,aws
92449,aws
92450,aws
92451,aws
92452,aws
92455,aws
93173,aws
93242,aws
93374,aws
93380,aws
93418,aws
93539,aws
94278,aws
94321,aws
94322,aws
94807,aws
94843,aws
94972,aws
94994,aws
95006,aws
95049,aws
95050,aws
95141,aws
95180,aws
95260,aws
95339,aws
95396,aws
95463,aws
95473,aws
95605,aws
95855,aws
95879,aws
96425,aws
96433,aws
96441,aws
96455,aws
96499,aws
96556,aws
96611,aws
96794,aws
96795,aws
96919,aws
96983,aws
97096,aws
97165,aws
97291,aws
97852,aws
98111,aws
98130,aws
98308,aws
98380,aws
98461,aws
98618,aws
98696,aws
98698,aws
98791,aws
99160,aws
99163,aws
99175,aws
99179,aws
99401,aws
99580,aws
99782,aws
99831,aws
99847,aws
99855,aws
99893,aws
99904,aws
99943,aws
99945,aws
99949,aws
99959,aws
99988,aws
100003,aws
100005,aws
100033,aws
100035,aws
100049,aws
100054,aws
100055,aws
100056,aws
100057,aws
100059,aws
100070,aws
100092,aws
100467,aws
100493,aws
100526,aws
100580,aws
100984,aws
101014,aws
101437,aws
101583,aws
101631,aws
101634,aws
101636,aws
101643,aws
101644,aws
101656,aws
101712,aws
101715,aws
101720,aws
101728,aws
101739,aws
101740,aws
101744,aws
101753,aws
101756,aws
101765,aws
101822,aws
101876,aws
102009,aws
102012,aws
102013,aws
102280,aws
102690,aws
102723,aws
102859,aws
102991,aws
103084,aws
103094,aws
103261,aws
103265,aws
103289,aws
103292,aws
103295,aws
103299,aws
103640,aws
103642,aws
103644,aws
103649,aws
103709,aws
103902,aws
104082,aws
104089,aws
104093,aws
104106,aws
104388,aws
104438,aws
104447,aws
104487,aws
104601,aws
104890,aws
105078,aws
494,aws
530,aws
1149,aws
1173,aws
1270,aws
1646,aws
1828,aws
1918,aws
2117,aws
2242,aws
2519,aws
2542,aws
3401,aws
5087,aws
5229,aws
5263,aws
5878,aws
6370,aws
6996,aws
7253,aws
7684,aws
7756,aws
7944,aws
7988,aws
8006,aws
8391,aws
8502,aws
8896,aws
9019,aws
9182,aws
9552,aws
10078,aws
10098,aws
11665,aws
11708,aws
12249,aws
12445,aws
12597,aws
12608,aws
13226,aws
13439,aws
13598,aws
13611,aws
14599,aws
14648,aws
14776,aws
15003,aws
15015,aws
15069,aws
15271,aws
15362,aws
15469,aws
15528,aws
17004,azure
17146,azure
17160,azure
17170,azure
17384,azure
18012,azure
18108,azure
18368,azure
18400,azure
18458,azure
18491,azure
19010,azure
19256,azure
19259,azure
19609,azure
20125,azure
20275,azure
20370,azure
20591,azure
20717,azure
21389,azure
22702,azure
22712,azure
22716,azure
22732,azure
22741,azure
22743,azure
22748,azure
22754,azure
22939,azure
23234,azure
23569,azure
23744,azure
24833,azure
25892,azure
25956,azure
26037,azure
26512,azure
26596,azure
27612,azure
27663,azure
29402,azure
39603,azure
39604,azure
40102,azure
40360,azure
40459,azure
46261,azure
46693,azure
46858,azure
58388,azure
58409,azure
59918,azure
61124,azure
61238,azure
61322,azure
61349,azure
61361,azure
61388,azure
61434,azure
61596,azure
61599,azure
61603,azure
61608,azure
61629,azure
61633,azure
61645,azure
61773,azure
61805,azure
61810,azure
61971,azure
62628,azure
62629,azure
62674,azure
62750,azure
62785,azure
62796,azure
63222,azure
64170,azure
64182,azure
68448,azure
68720,azure
69818,azure
72333,azure
72758,azure
73012,azure
73074,azure
73370,azure
74664,azure
74911,azure
80007,azure
80234,azure
83101,azure
84466,azure
84507,azure
84537,azure
84544,azure
84611,azure
84694,azure
84695,azure
84714,azure
84738,azure
84742,azure
84744,azure
84749,azure
84750,azure
84756,azure
84761,azure
84772,azure
84853,azure
84854,azure
85011,azure
85159,azure
85282,azure
85502,azure
85630,azure
85797,azure
85970,azure
86106,azure
86130,azure
86165,azure
87352,azure
87793,azure
87826,azure
87880,azure
87957,azure
87989,azure
88003,azure
88077,azure
88112,azure
88123,azure
88129,azure
88136,azure
88154,azure
88180,azure
88243,azure
88303,azure
88404,azure
88455,azure
88494,azure
88550,azure
88580,azure
88589,azure
88592,azure
88633,azure
88741,azure
88807,azure
89089,azure
89144,azure
89263,azure
89348,azure
89367,azure
89391,azure
89595,azure
89615,azure
89746,azure
89800,azure
89871,azure
89921,azure
90095,azure
90155,azure
90243,azure
90300,azure
90326,azure
90545,azure
90666,azure
90832,azure
90887,azure
91007,azure
91016,azure
91063,azure
91187,azure
91201,azure
91402,azure
91429,azure
91562,azure
91573,azure
91606,azure
91770,azure
91778,azure
91876,azure
92256,azure
92298,azure
92386,azure
92583,azure
92679,azure
92748,azure
92946,azure
92965,azure
93171,azure
93174,azure
93355,azure
93416,azure
93568,azure
93948,azure
93983,azure
94010,azure
94278,azure
94300,azure
94336,azure
94781,azure
94968,azure
95092,azure
95115,azure
95180,azure
95185,azure
95193,azure
95322,azure
95323,azure
95413,azure
95680,azure
96455,azure
96670,azure
96770,azure
96814,azure
96863,azure
96909,azure
96936,azure
96973,azure
96983,azure
98232,azure
98380,azure
98603,azure
98618,azure
99163,azure
99179,azure
99182,azure
99441,azure
99494,azure
99927,azure
99942,azure
99959,azure
99981,azure
99982,azure
100071,azure
100100,azure
100208,azure
100467,azure
100493,azure
100580,azure
101128,azure
101346,azure
101373,azure
101434,azure
101653,azure
101715,azure
101748,azure
101763,azure
101764,azure
101768,azure
101792,azure
101810,azure
101834,azure
101980,azure
101988,azure
102007,azure
102013,azure
102112,azure
102290,azure
102682,azure
102834,azure
102859,azure
102919,azure
103060,azure
103290,azure
103321,azure
103353,azure
103400,azure
103431,azure
103439,azure
103459,azure
103483,azure
103988,azure
104050,azure
104088,azure
104093,azure
104360,azure
104438,azure
104462,azure
104601,azure
105229,azure
87,azure
115,azure
270,azure
299,azure
464,azure
530,azure
616,azure
726,azure
1149,azure
1808,azure
1918,azure
2487,azure
2517,azure
2633,azure
2897,azure
3232,azure
5523,azure
5878,azure
5936,azure
6382,azure
6463,azure
6663,azure
7095,azure
7694,azure
7756,azure
7944,azure
8146,azure
8276,azure
8355,azure
8363,azure
9552,azure
9574,azure
10332,azure
10419,azure
10750,azure
11105,azure
11417,azure
11453,azure
11665,azure
11956,azure
13445,azure
14222,azure
14275,azure
14648,azure
14655,azure
15015,azure
15020,azure
15225,azure
15271,azure
15416,azure
15541,azure
15610,azure
19660,gcp
22712,gcp
22721,gcp
32441,gcp
40038,gcp
49531,gcp
61075,gcp
61124,gcp
61330,gcp
68538,gcp
73339,gcp
74900,gcp
83331,gcp
84754,gcp
85282,gcp
85630,gcp
86106,gcp
86165,gcp
87352,gcp
87863,gcp
88494,gcp
88628,gcp
88727,gcp
88898,gcp
88982,gcp
89043,gcp
89094,gcp
89327,gcp
89367,gcp
89391,gcp
89686,gcp
90228,gcp
90243,gcp
90300,gcp
90545,gcp
90777,gcp
91876,gcp
92422,gcp
92442,gcp
92496,gcp
92846,gcp
93147,gcp
93412,gcp
93606,gcp
94349,gcp
95180,gcp
95276,gcp
95282,gcp
95878,gcp
96412,gcp
96455,gcp
98618,gcp
98945,gcp
99179,gcp
99959,gcp
100470,gcp
100493,gcp
100580,gcp
100967,gcp
101111,gcp
102867,gcp
103540,gcp
103966,gcp
104296,gcp
1149,gcp
1390,gcp
2095,gcp
2460,gcp
3253,gcp
5252,gcp
5827,gcp
7756,gcp
8727,gcp
9552,gcp
12978,gcp
13558,gcp
13851,gcp
39448,docker
74958,docker
86115,docker
89133,docker
89871,docker
90155,docker
90996,docker
91573,docker
91605,docker
92298,docker
98114,docker
98618,docker
9552,docker
10658,docker
13558,docker
14648,docker
19663,kubernetes
20014,kubernetes
21885,kubernetes
39448,kubernetes
84695,kubernetes
84749,kubernetes
85156,kubernetes
87054,kubernetes
88385,kubernetes
89351,kubernetes
89854,kubernetes
89871,kubernetes
90326,kubernetes
90889,kubernetes
91605,kubernetes
92298,kubernetes
92404,kubernetes
94322,kubernetes
94336,kubernetes
94843,kubernetes
97634,kubernetes
98114,kubernetes
100071,kubernetes
101631,kubernetes
102889,kubernetes
8001,kubernetes
9169,kubernetes
9552,kubernetes
11240,kubernetes
13558,kubernetes
14648,kubernetes
22712,git
23563,git
25925,git
60390,git
86749,git
88016,git
89133,git
89669,git
89871,git
90300,git
91573,git
92298,git
96066,git
98618,git
100493,git
7944,git
10658,git
11665,git
14648,git
21885,linux
22716,linux
22732,linux
22748,linux
22824,linux
22856,linux
22858,linux
25036,linux
29533,linux
29559,linux
31304,linux
41700,linux
61474,linux
62573,linux
62782,linux
62808,linux
62901,linux
67501,linux
84615,linux
85821,linux
86115,linux
86749,linux
87862,linux
87960,linux
88200,linux
88494,linux
88589,linux
89173,linux
89410,linux
89921,linux
89975,linux
90106,linux
90127,linux
90300,linux
90956,linux
91316,linux
91738,linux
92404,linux
93778,linux
94085,linux
94173,linux
94193,linux
94972,linux
95180,linux
98114,linux
98316,linux
99912,linux
99962,linux
99966,linux
100071,linux
100229,linux
100692,linux
101177,linux
101457,linux
102243,linux
102859,linux
102889,linux
103325,linux
103435,linux
103690,linux
103854,linux
104274,linux
104408,linux
105070,linux
105244,linux
116,linux
206,linux
719,linux
784,linux
2191,linux
2231,linux
5036,linux
5349,linux
10724,linux
11191,linux
11192,linux
11201,linux
11240,linux
11674,linux
12322,linux
19259,terraform
26496,terraform
64182,terraform
84749,terraform
89931,terraform
90326,terraform
90832,terraform
91007,terraform
92055,terraform
92298,terraform
98618,terraform
99893,terraform
101656,terraform
101715,terraform
101792,terraform
102304,terraform
103439,terraform
103483,terraform
105229,terraform
530,terraform
13558,terraform
15015,terraform
17655,snowflake
18652,snowflake
20595,snowflake
25577,snowflake
25581,snowflake
62684,snowflake
62801,snowflake
73251,snowflake
73389,snowflake
73404,snowflake
80668,snowflake
80718,snowflake
87725,snowflake
89066,snowflake
90155,snowflake
90447,snowflake
91988,snowflake
95855,snowflake
96462,snowflake
96794,snowflake
96795,snowflake
97148,snowflake
100214,snowflake
101166,snowflake
101218,snowflake
101381,snowflake
102280,snowflake
102750,snowflake
103426,snowflake
1149,snowflake
11136,snowflake
12608,snowflake
17762,databricks
19491,databricks
20346,databricks
20830,databricks
21102,databricks
23373,databricks
25423,databricks
25434,databricks
25445,databricks
25462,databricks
27702,databricks
27732,databricks
29013,databricks
61303,databricks
61971,databricks
62801,databricks
63798,databricks
63799,databricks
73038,databricks
73342,databricks
73402,databricks
75181,databricks
88937,databricks
89696,databricks
89800,databricks
89871,databricks
90155,databricks
90507,databricks
90827,databricks
93191,databricks
95298,databricks
95459,databricks
96369,databricks
96504,databricks
98603,databricks
99181,databricks
100095,databricks
101243,databricks
101638,databricks
102007,databricks
102915,databricks
103256,databricks
103279,databricks
103280,databricks
103283,databricks
104462,databricks
1149,databricks
2502,databricks
3443,databricks
5264,databricks
5267,databricks
5918,databricks
8355,databricks
11165,databricks
11197,databricks
13680,databricks
17844,spark
18170,spark
21803,spark
22393,spark
24458,spark
24875,spark
27891,spark
28116,spark
29155,spark
29269,spark
29305,spark
29381,spark
29416,spark
31561,spark
34744,spark
36426,spark
36945,spark
37827,spark
39815,spark
40430,spark
41491,spark
41796,spark
42073,spark
43940,spark
44012,spark
44043,spark
44146,spark
44793,spark
47522,spark
47861,spark
48010,spark
48371,spark
48433,spark
48435,spark
48473,spark
48492,spark
48555,spark
48618,spark
48626,spark
49543,spark
54860,spark
57850,spark
57851,spark
64315,spark
64323,spark
64395,spark
64923,spark
64939,spark
66030,spark
66062,spark
66617,spark
66639,spark
67328,spark
68113,spark
68128,spark
68145,spark
69141,spark
69678,spark
73553,spark
75183,spark
75249,spark
75940,spark
77575,spark
77892,spark
79754,spark
79781,spark
79792,spark
79934,spark
80350,spark
82491,spark
82529,spark
83177,spark
84545,spark
87333,spark
87945,spark
88362,spark
89800,spark
92349,spark
93839,spark
94078,spark
94431,spark
94864,spark
94929,spark
95014,spark
95046,spark
95071,spark
98198,spark
98603,spark
99808,spark
99864,spark
102268,spark
103676,spark
103980,spark
839,spark
1149,spark
1408,spark
2097,spark
2208,spark
2444,spark
4390,spark
4740,spark
4996,spark
5505,spark
7369,spark
9122,spark
9317,spark
12262,spark
12707,spark
12779,spark
86106,pandas
9552,pandas
86106,numpy
86106,tensorflow
88700,tensorflow
9552,tensorflow
86106,pytorch
88700,pytorch
9552,pytorch
